,officename,pincode,Districtname,longitude,latitude
11621,Ambadola B.O,764063,Nabarangapur,82.4644,19.2115
11622,Ambadola S.O,765021,Rayagada,83.4857,19.9021
11623,Ambaguda B.O,764044,Malkangiri,82.0843,18.4994
11624,Ambaguda S.O,764055,Koraput,82.4969,19.012
11625,Amlabhata B.O,764049,Nabarangapur,82.6591,19.3612
11626,Ampawalli B.O,764039,Koraput,82.9502,18.4392
11627,Anakabeda B.O,764077,Nabarangapur,82.4969,19.8632
11628,Anantapali B.O,764087,Malkangiri,81.5596,17.912
11629,Anchala B.O,764056,Koraput,82.5835,19.0627
11630,Andrapali B.O,764052,Malkangiri,82.0843,18.1224
11631,Anta B.O,764005,Koraput,82.4861,18.8344
11632,Antamoda B.O,765017,Rayagada,83.3576,19.3289
11633,Asada B.O,765026,Rayagada,83.8049,19.4157
11634,Asana B.O,764002,Koraput,82.4103,18.9612
11635,Attanda B.O,764041,Malkangiri,82.5835,18.496
11636,Attigaon B.O,764075,Nabarangapur,82.3669,19.3374
11637,B.D.Pur S.O,764001,Koraput,82.5686,18.8628
11638,B.Gotiguda B.O,765019,Rayagada,83.5497,19.5015
11639,B.Haluva B.O,765002,Rayagada,83.3576,19.1395
11640,B.Maliput B.O,764037,Koraput,82.6915,18.6182
11641,B.Mamidi B.O,764051,Malkangiri,81.9753,18.2356
11642,B.S.Padar B.O,764072,Nabarangapur,82.3235,19.5247
11643,Badambeda B.O,764061,Nabarangapur,82.2366,19.2847
11644,Badatemra B.O,764076,Nabarangapur,82.4319,19.6475
11645,Badigada B.O,764040,Koraput,82.4861,18.5747
11646,Bagusala B.O,765033,Rayagada,83.9003,19.1701
11647,Balda B.O,764038,Koraput,82.7131,18.3595
11648,Baligam B.O,764043,Koraput,82.3452,18.7933
11649,Balipeta B.O,764014,Koraput,83.122,18.918
11650,Bankamba B.O,765016,Rayagada,83.3148,19.5167
11651,Bankili B.O,765029,Rayagada,83.6136,19.2433
11652,Bapanpali B.O,764047,Malkangiri,81.7349,18.1077
11653,Bariniput S.O,764006,Koraput,82.6267,18.8754
11654,Batasena B.O,764058,Koraput,82.2801,19.0975
11655,Benagaon B.O,764057,Koraput,82.7131,19.1151
11656,Bhamini B.O,765024,Rayagada,83.7412,19.2477
11657,Bharsundi B.O,764074,Nabarangapur,82.0843,19.9163
11658,Bhejaguda B.O,764070,Nabarangapur,82.7131,19.3043
11659,Bhitarguda B.O,763008,Koraput,82.9394,18.7576
11660,Bikrampur S.O,764062,Rayagada,82.697,20.2342
11661,Bilangsil B.O,765013,Koraput,83.0147,18.9377
11662,Biriguda B.O,764071,Nabarangapur,82.5402,19.3919
11663,Bodili B.O,764086,Malkangiri,81.8443,18.2301
11664,Buduni B.O,765018,Rayagada,83.475,19.3449
11665,Buthingi B.O,765023,Rayagada,83.6987,19.1042
11666,Chalanguda B.O,764045,Malkangiri,81.888,18.4675
11667,Chanabeda B.O,764028,Koraput,82.8641,19.0029
11668,Chinasari B.O,765022,Rayagada,83.9109,19.0639
11669,"D.P.Camp, Sunabeda S.O",763003,Koraput,82.8452,18.7393
11670,D.Padar B.O,764036,Koraput,82.8425,18.6004
11671,Dabuguda B.O,764003,Koraput,82.551,18.7425
11672,Deoghati B.O,764011,Koraput,82.6105,18.8098
11673,Digisalpa B.O,764078,Nabarangapur,82.7239,19.1983
11674,G.Padar B.O,765034,Rayagada,83.7465,19.0052
11675,Jalahanjar B.O,764081,Koraput,82.4536,18.6324
11676,Jeypore(K) Irrigation Colony S.O,764004,Koraput,82.5686,18.8716
11677,Khairaput,764046,Malkangiri,82.2203,18.4873
11678,Khatiguda S.O,764085,Nabarangapur,82.7886,19.2955
11679,Koraput Collectorate S.O,764020,Koraput,82.6861,18.8364
11680,Malkangiri Colony S.O,764048,Malkangiri,81.8006,18.3224
11681,"Nad, Sunabeda S.O",763004,Koraput,82.8291,18.7268
11682,Ondrahal B.O,764042,Koraput,82.3426,18.8002
11683,"R K Nagar, Rayagada S.O",765001,Rayagada,83.4857,19.1441
11684,R Zone(Sunabeda) S.O,763002,Koraput,82.7994,18.6932
11685,Sunabeda-1 S.O,763001,Koraput,82.794,18.7462
11686,Turudihi,764088,Nabarangapur,81.9808,20.0358
11687,Adasikupa B.O,762112,Kandhamal,84.2911,20.2145
11688,Adasipada B.O,762029,Kandhamal,84.2911,20.4044
11689,Adenigarh B.O,762023,Boudh,84.4593,20.5524
11690,Ainlapalli B.O,762015,Boudh,84.0802,20.7773
11691,Allanjuri B.O,762021,Kandhamal,84.0802,19.6856
11692,Ambagaon B.O,762018,Kandhamal,83.6987,20.479
11693,Arabaka B.O,762010,Kandhamal,84.3332,20.3108
11694,Arakhapadar B.O,762020,Boudh,84.7107,20.5602
11695,Arapaju B.O,762012,Kandhamal,84.4593,20.4574
11696,Badabandha B.O,762013,Boudh,84.4698,20.6596
11697,Badabanga B.O,762104,Kandhamal,84.059,19.8984
11698,Badachhapalli B.O,762017,Boudh,83.7836,20.577
11699,Badagaon B.O,762103,Kandhamal,83.8897,19.9875
11700,Badhigaon B.O,762026,Boudh,84.249,20.6405
11701,Baghiabahal S.O,762030,Boudh,83.8261,20.7209
11702,Bakingia B.O,762101,Kandhamal,84.2911,19.9771
11703,Balakia B.O,762110,Kandhamal,83.8049,20.2692
11704,Balandapada B.O,762002,Kandhamal,84.0802,20.4924
11705,Balasinga B.O,762014,Boudh,84.2068,20.8291
11706,Balimusti B.O,762109,Kandhamal,83.7836,20.1024
11707,Balligada B.O,762102,Kandhamal,84.0802,20.0652
11708,Balumaha B.O,762022,Kandhamal,84.4278,20.1833
11709,Bamanda B.O,762024,Boudh,84.3332,20.7383
11710,Bandapipili B.O,762105,Kandhamal,83.8049,19.7949
11711,Bandhagarh B.O,762011,Kandhamal,83.9744,20.3701
11712,Bapalamendi B.O,762027,Kandhamal,84.4068,20.3488
11713,Baragochha B.O,762016,Boudh,83.9956,20.6794
11714,Bariguda B.O,762106,Kandhamal,84.1435,20.1859
11715,Beallapadar B.O,762028,Kandhamal,84.5012,20.2212
11716,Belghar B.O,762107,Kandhamal,83.6348,19.8837
11717,Court Stree G.Duaygisi S.O,762100,Kandhamal,84.3752,20.0748
11718,Gandagaon B.O,762019,Kandhamal,84.2384,20.3196
11719,Madikunda S.O,762001,Kandhamal,84.2595,20.4865
11720,Achutipur B.O,756047,Baleswar,86.5603,21.2734
11721,Adangapantei B.O,756038,Baleswar,87.3711,21.6096
11722,Aghirapada B.O,756049,Baleswar,86.53,21.3561
11723,Alalbindha B.O,756036,Baleswar,87.4108,21.6579
11724,Alalpur B.O,756086,Baleswar,87.2419,21.7624
11725,Alasuan B.O,756043,Baleswar,86.812,21.3855
11726,Alumeda B.O,756027,Baleswar,87.0524,21.5567
11727,Amarda Road S.O,756030,Baleswar,87.1323,21.7487
11728,Ambadiha B.O,756034,Baleswar,87.2917,21.7513
11729,Anantapur S.O (Baleswar),756046,Baleswar,86.7517,21.2415
11730,Angula B.O,756045,Baleswar,86.6813,21.3234
11731,Anko B.O,756028,Baleswar,87.0324,21.6278
11732,Arabandha B.O,756058,Baleswar,86.6006,21.4647
11733,Arjunpur B.O,756048,Baleswar,86.4693,21.3072
11734,Armala B.O,756019,Baleswar,86.8822,21.5655
11735,Aruhabad B.O,756044,Baleswar,86.8321,21.3144
11736,Aruhabruti B.O,756079,Baleswar,87.3265,21.6864
11737,Ashabandha B.O,756033,Baleswar,87.1622,21.9041
11738,Asti B.O,756026,Baleswar,87.2917,21.656
11739,Ausha B.O,756037,Baleswar,87.4108,21.6103
11740,Avana S.O,756051,Baleswar,86.812,21.2426
11741,Azimabad S.O,756001,Baleswar,86.9173,21.4887
11742,Badakuruda B.O,756024,Baleswar,87.1622,21.5705
11743,Badas B.O,756083,Baleswar,87.2718,21.5842
11744,Badasindhia B.O,756003,Baleswar,86.9324,21.5545
11745,Badhan B.O,756080,Baleswar,87.1323,21.6295
11746,Bahala B.O,756060,Baleswar,86.8321,21.4574
11747,Bahanaga S.O,756042,Baleswar,86.7617,21.325
11748,Baharda B.O,756035,Baleswar,87.391,21.7529
11749,Baharda Bazar B.O,756029,Baleswar,87.0724,21.6761
11750,Bajitpur B.O,756085,Baleswar,87.4554,21.6288
11751,Balaramgadi B.O,756025,Baleswar,86.9924,21.4603
11752,Balia Farm B.O,756056,Baleswar,86.8923,21.4347
11753,Baliapal Katisahi B.O,756023,Baleswar,87.2121,21.7024
11754,Baliapati B.O,756081,Baleswar,87.1722,21.654
11755,Bankeswar B.O,756021,Baleswar,86.9324,21.3878
11756,Barada B.O,756022,Baleswar,87.1273,21.6831
11757,Barbatia Bazar B.O,756039,Baleswar,87.3538,21.6898
11758,Begunia B.O,756020,Baleswar,86.8019,21.564
11759,Chakabarahapur S.O,756055,Baleswar,86.6863,21.2223
11760,Dhansimulia S.O,756084,Baleswar,87.2917,21.799
11761,Dhobasila B.O,756040,Baleswar,86.7718,21.48
11762,Garadihi B.O,756041,Baleswar,86.6913,21.5261
11763,Guapal B.O,756059,Baleswar,86.4086,21.2822
11764,Jaleswar H.O,756032,Baleswar,87.2469,21.828
11765,Manikula B.O,756002,Baleswar,86.9324,21.4592
11766,Ada S.O,756134,Baleswar,86.5098,21.189
11767,Adalpanka B.O,756114,Bhadrak,86.358,21.0787
11768,Adhuan B.O,756125,Bhadrak,86.7617,21.0868
11769,Aharapada B.O,756128,Bhadrak,86.5552,21.0173
11770,Akhuapada S.O,756122,Bhadrak,86.3072,20.9228
11771,Alauti B.O,756113,Bhadrak,86.4086,21.0678
11772,Albaga B.O,756124,Bhadrak,86.6913,21.0736
11773,Aliha B.O,756182,Baleswar,86.4895,21.2362
11774,Ambiligaon B.O,756118,Bhadrak,86.5047,20.9329
11775,Amroli B.O,756101,Bhadrak,86.53,21.0942
11776,Amrutpur B.O,756129,Bhadrak,86.812,20.933
11777,Anandabazar B.O,756116,Bhadrak,86.5098,20.9985
11778,Anandapur B.O,756126,Baleswar,86.641,21.1797
11779,Andheipalli B.O,756112,Bhadrak,86.4086,20.9964
11780,Andrai B.O,756123,Bhadrak,86.6107,21.072
11781,Angeipal B.O,756117,Bhadrak,86.439,20.8899
11782,Anijo B.O,756115,Bhadrak,86.3884,21.2103
11783,Apanda B.O,756144,Bhadrak,86.292,21.1546
11784,Aradi S.O,756138,Bhadrak,86.651,20.8346
11785,Arasa S.O,756139,Bhadrak,86.6057,20.9945
11786,Arjunbindha B.O,756131,Bhadrak,86.7316,20.9553
11787,Aruha B.O,756168,Bhadrak,86.7064,21.1513
11788,Asurali S.O,756137,Bhadrak,86.5451,20.9456
11789,Babalpur B.O,756121,Bhadrak,86.3072,21.0181
11790,Bachhipur B.O,756165,Bhadrak,86.6863,21.1151
11791,Badabarchikayan B.O,756135,Bhadrak,86.4086,21.1393
11792,Bahabalpur B.O,756130,Bhadrak,86.6712,20.9779
11793,Baincha B.O,756164,Bhadrak,86.8421,20.9931
11794,Balanta B.O,756111,Bhadrak,86.5502,21.1422
11795,Baligaon B.O,756133,Bhadrak,86.7617,20.801
11796,Balikhanda S.O,756166,Baleswar,86.6309,21.12
11797,Bamkura B.O,756119,Bhadrak,86.5704,20.8807
11798,Barunai B.O,756167,Bhadrak,86.6359,21.0308
11799,Bhadrak Banka Bazar S.O,756100,Bhadrak,86.5148,21.0522
11800,Bhadrak Bypass B.O,756181,Bhadrak,86.4693,21.0453
11801,Bhandari Pokhari S.O,756120,Bhadrak,86.358,20.9358
11802,Bhuianwash B.O,756163,Bhadrak,86.5704,20.9759
11803,Chardia B.O,756132,Bhadrak,86.7718,20.8608
11804,Dhamara S.O,756171,Bhadrak,86.9223,20.8516
11805,Dolasahi S.O,756127,Bhadrak,86.5855,21.0298
11806,Eram S.O,756162,Bhadrak,86.7919,21.1708
11807,A G S.O,751001,Khorda,85.8358,20.2727
11808,Abhayamukhi B.O,752103,Khorda,86.0224,20.1313
11809,Acharya Vihar S.O,751022,Khorda,85.8333,20.2875
11810,Aerodrome Area S.O,751020,Khorda,85.8128,20.2513
11811,Aiginia B.O,751019,Khorda,85.782,20.2387
11812,Alasahi B.O,752109,Puri,86.2666,19.9701
11813,Alichar B.O,752110,Puri,86.0224,19.9411
11814,Alipingal B.O,752106,Puri,86.002,20.0357
11815,Amareswar B.O,752120,Puri,86.109,20.0559
11816,Andharua B.O,751003,Khorda,85.7564,20.2916
11817,Ashok Nagar S.O (Khorda),751009,Khorda,85.8307,20.2607
11818,Athantar B.O,752102,Khorda,85.9509,20.1654
11819,B J B Nagar S.O,751014,Khorda,85.8409,20.249
11820,Badagarh Brit Colony S.O,751018,Khorda,85.8512,20.2492
11821,Badaninigaon B.O,752121,Puri,85.956,19.9812
11822,Bakugram B.O,752105,Puri,85.8998,20.0334
11823,Balakati S.O,752100,Khorda,85.8998,20.2236
11824,Balianta S.O,752101,Khorda,85.8799,20.281
11825,Balidokan B.O,752111,Puri,86.1243,19.8958
11826,Bangurigaon S.O,752118,Puri,86.1904,19.9507
11827,Bankual B.O,751002,Khorda,85.8179,20.1979
11828,Bantalasingh B.O,752104,Puri,85.8384,20.1271
11829,Baulanga B.O,752107,Puri,86.1294,20.0088
11830,Bhanapur B.O,752114,Puri,85.9611,20.0824
11831,Bhandisahi B.O,752108,Puri,86.1853,19.9922
11832,Bhatpatna S.O,752115,Khorda,85.4943,20.0295
11833,Bhodar B.O,752113,Puri,86.0632,20.0847
11834,Birtung S.O,752116,Puri,86.0632,19.9895
11835,Budheswari Colony S.O,751006,Khorda,85.8537,20.2642
11836,C R P Lines S.O,751011,Khorda,85.8013,20.2882
11837,Chandra Sekhar Pur S.O,751016,Khorda,85.8188,20.33
11838,Derunia B.O,752119,Puri,86.2666,20.0177
11839,G.G.P.Colony S.O,751025,Khorda,85.8217,20.2649
11840,I R C Village S.O,751015,Khorda,85.7923,20.2984
11841,K I I T S.O,751024,Khorda,85.7974,20.3639
11842,Khandagiri S.O,751030,Khorda,85.782,20.2625
11843,Mancheswar B.O,751017,Khorda,85.8333,20.335
11844,Nayapalli S.O,751012,Khorda,85.8205,20.2842
11845,Rajbhawan S.O (Khorda),751008,Khorda,85.8115,20.2766
11846,Rasulgarh S.O,751010,Khorda,85.8717,20.2914
11847,Regional Research Laboratory S.O,751013,Khorda,85.8256,20.3081
11848,S.E Rly.Proj. Complex S.O,751023,Khorda,85.8141,20.3153
11849,Saheed Nagar S.O,751007,Khorda,85.8537,20.3117
11850,Sailashree Vihar S.O,751021,Khorda,85.7923,20.3222
11851,Sainik School S.O (Khorda),751005,Khorda,85.8397,20.3129
11852,Utkal University S.O,751004,Khorda,85.8397,20.304
11853,A D Market S.O,753012,Cuttack,85.8921,20.4464
11854,Adaspur S.O,754011,Cuttack,86.0173,20.2204
11855,Anlo B.O,754010,Cuttack,85.9968,20.2437
11856,Annuary B.O,754009,Cuttack,85.4066,20.3303
11857,Avinab Bidanasi S.O,753014,Cuttack,85.8179,20.4833
11858,B B Garh B.O,754004,Cuttack,86.1141,20.1214
11859,B G P Pur B.O,754005,Cuttack,85.8384,20.4362
11860,Badamulei B.O,754018,Cuttack,86.0224,20.274
11861,Bajrakabari Road S.O,753001,Cuttack,85.887,20.482
11862,Banguary B.O,754001,Cuttack,85.9356,20.3493
11863,Banki College S.O,754008,Cuttack,85.4994,20.3446
11864,Banra B.O,754006,Cuttack,85.7564,20.4343
11865,Bentakar S.O,754112,Cuttack,85.9407,20.4149
11866,Bhanpur B.O,753011,Cuttack,85.9815,20.3444
11867,Bhola S.O,754012,Khorda,85.7359,20.3624
11868,Binod Bihari S.O,753002,Cuttack,85.8614,20.4636
11869,Biribati S.O,754100,Cuttack,86.002,20.4163
11870,Bramhanda B.O,754003,Cuttack,86.0657,20.5991
11871,C R R I S.O (Cuttack),753006,Cuttack,85.933,20.4593
11872,Chauliaganj S.O,753004,Cuttack,85.9126,20.4648
11873,Chhatra Bazar S.O,753003,Cuttack,85.9023,20.4705
11874,CISF Mundali S.O,754013,Cuttack,85.5598,20.4666
11875,Dompara S.O,754007,Cuttack,85.6229,20.3478
11876,Eranch B.O,754105,Cuttack,86.0632,20.2274
11877,Industrial Estate S.O (Cuttack),753010,Cuttack,85.9151,20.444
11878,Kalyani Nagar S.O,753013,Cuttack,85.9011,20.4511
11879,Kanika Rajbati S.O,753008,Cuttack,85.8614,20.4814
11880,Kantapada B.O,754002,Cuttack,85.9662,20.2906
11881,Medical College S.O (Cuttack),753007,Cuttack,85.8908,20.4717
11882,Rajabagicha S.O,753009,Cuttack,85.8717,20.4579
11883,"Sector ll CDA, Cuttack S.O",753015,Cuttack,85.8473,20.4677
11884,Abdalpur B.O,755016,Jajapur,86.53,20.7132
11885,Abhimanyu Balia B.O,755005,Jajapur,86.2666,20.7315
11886,Achyut Basant B.O,754205,Jajapur,86.287,20.6129
11887,Achyutpur B.O,754220,Kendrapara,86.7316,20.7171
11888,Adampur B.O,755009,Jajapur,86.1961,20.823
11889,Agyanpur B.O,754209,Cuttack,86.2463,20.4455
11890,Ahiyas S.O,755036,Jajapur,86.5704,20.8331
11891,Ainipara B.O,754215,Kendrapara,86.5704,20.595
11892,Aitipur B.O,754223,Kendrapara,86.3681,20.4481
11893,Akhua Dakhini B.O,754228,Kendrapara,86.406,20.3902
11894,Alailo B.O,754212,Kendrapara,86.5098,20.4747
11895,Alakundanuagaon B.O,755013,Jajapur,86.5098,20.7604
11896,Alapua B.O,754214,Kendrapara,86.363,20.5848
11897,Alati Bharatpur B.O,754250,Kendrapara,86.3681,20.5433
11898,Alba S.O,754217,Kendrapara,86.6712,20.5255
11899,Amploba B.O,755018,Jajapur,85.8691,20.9723
11900,Amrutamanohi B.O,754218,Kendrapara,86.535,20.624
11901,Andara B.O,754240,Kendrapara,86.4491,20.6401
11902,Andhari B.O,755019,Jajapur,86.1141,20.9781
11903,Angalo B.O,755004,Jajapur,86.4086,20.7107
11904,Anikana B.O,755010,Jajapur,86.4137,20.6454
11905,Ankula S.O,755001,Jajapur,86.3301,20.8489
11906,Antia B.O,755023,Jajapur,86.0428,20.8217
11907,Aragal B.O,755061,Kendrapara,86.53,20.6656
11908,Aranga Purusottampur B.O,755007,Jajapur,86.3275,20.828
11909,Arei S.O,755027,Jajapur,86.4086,20.7821
11910,Areikana B.O,754231,Kendrapara,86.6913,20.6687
11911,Areikana B.O,755008,Jajapur,86.1332,20.8348
11912,Aruha B.O,755024,Jajapur,86.109,20.7578
11913,Ashram Balikuda B.O,754213,Kendrapara,86.4895,20.4029
11914,Aul S.O,754219,Kendrapara,86.6309,20.6676
11915,Babar B.O,754245,Kendrapara,86.6258,20.4949
11916,Bachhalo B.O,755012,Jajapur,86.4643,20.7059
11917,Bachharai B.O,754244,Kendrapara,86.4086,20.4251
11918,Badabiruan B.O,755015,Jajapur,86.1853,20.8964
11919,Badagotha B.O,754221,Cuttack,86.1446,20.5385
11920,Badanaukana B.O,754225,Kendrapara,86.8019,20.6113
11921,Baghilo Bamanpur B.O,754208,Cuttack,86.2819,20.5117
11922,Bahmanda B.O,754227,Kendrapara,86.6309,20.7628
11923,Bainsiria B.O,755017,Jajapur,86.3123,20.7861
11924,Balia B.O,754224,Kendrapara,86.6813,20.371
11925,Balia Bibhutipara B.O,754289,Kendrapara,86.3123,20.548
11926,Balibili B.O,755003,Jajapur,86.358,20.6502
11927,Bamdevpur B.O,755014,Jajapur,86.4137,20.8358
11928,Bandhamunda B.O,755062,Jajapur,86.3732,20.8112
11929,Bandhapatna B.O,754246,Kendrapara,86.6913,20.5973
11930,Baragadia B.O,755026,Jajapur,85.9917,20.9753
11931,Barundai S.O,755025,Jajapur,86.2463,20.9929
11932,Basudevpur B.O,754204,Cuttack,86.165,20.6103
11933,Basupur B.O,754222,Kendrapara,86.363,20.4777
11934,Bedari S.O,754253,Kendrapara,86.4238,20.3838
11935,Benipur B.O,754292,Jajapur,86.226,20.6354
11936,Beruda B.O,755043,Jajapur,86.2463,20.8977
11937,Bhagabanpur B.O,754293,Cuttack,86.2006,20.4267
11938,Bhuinpur S.O,754239,Kendrapara,86.5956,20.6728
11939,Bodamundai B.O,754202,Cuttack,86.1039,20.49
11940,Bodhanga B.O,754207,Cuttack,86.2057,20.4922
11941,Champatipur B.O,754206,Cuttack,86.1853,20.5631
11942,Chanchol B.O,754210,Kendrapara,86.3072,20.4468
11943,Chandikhol S.O,755044,Jajapur,86.0835,20.7037
11944,Chingudipal B.O,755028,Jajapur,85.7872,21.0655
11945,Dangamal B.O,754248,Kendrapara,86.8421,20.7073
11946,Dasarathpur S.O,755006,Jajapur,86.4693,20.831
11947,Dhaneswar B.O,755022,Jajapur,86.1853,20.9678
11948,Dhanipur B.O,755011,Jajapur,86.5704,20.7854
11949,Ferro Chrome Project S.O,755020,Jajapur,86.0861,20.9388
11950,Gopinathpur B.O,754203,Kendrapara,86.1396,20.461
11951,Gunupur B.O,754216,Kendrapara,86.5653,20.4937
11952,Jaraka S.O,755050,Jajapur,86.1396,20.7585
11953,Kantigadia S.O,755049,Jajapur,86.1853,20.6821
11954,Kendrapara College S.O,754211,Kendrapara,86.439,20.5566
11955,Abhimanpur B.O,754035,Cuttack,85.4272,20.4735
11956,Achalkote B.O,754030,Cuttack,85.5097,20.4757
11957,Adhanga B.O,754119,Jagatsinghapur,86.3174,20.0782
11958,Adhangagarh B.O,754102,Jagatsinghapur,86.0835,20.323
11959,Adheigundi B.O,754037,Cuttack,85.1687,20.4309
11960,Adheikul B.O,754132,Jagatsinghapur,86.1853,20.349
11961,Agrahat B.O,754028,Cuttack,85.91,20.5926
11962,Alabol B.O,754108,Jagatsinghapur,86.287,20.1608
11963,Alanahat S.O,754107,Jagatsinghapur,86.2108,20.1533
11964,Alando B.O,754130,Jagatsinghapur,86.1039,20.3948
11965,Alara B.O,754032,Cuttack,85.0649,20.4993
11966,Alipingal B.O,754103,Jagatsinghapur,86.1853,20.2538
11967,Amberi B.O,754162,Jagatsinghapur,86.4035,20.3595
11968,Ambiki B.O,754139,Jagatsinghapur,86.4693,20.1884
11969,Angeswarpada B.O,754113,Cuttack,86.2057,20.0878
11970,Anolipatna B.O,754140,Jagatsinghapur,86.4289,20.3065
11971,Arakhapatna B.O,754029,Cuttack,85.664,20.4915
11972,Arakhpur B.O,754024,Jajapur,86.1446,20.6574
11973,Arodei B.O,754138,Jagatsinghapur,86.3478,20.2335
11974,Athagarh Bazar S.O,754295,Cuttack,86.1993,20.4073
11975,Atharbanki Rly Colony S.O,754120,Jagatsinghapur,86.6863,20.2818
11976,Ayatpur B.O,754131,Cuttack,86.1039,20.4424
11977,Babujang B.O,754134,Cuttack,86.226,20.3737
11978,Badachana B.O,754296,Jajapur,86.109,20.6864
11979,Badakambilo B.O,754031,Cuttack,85.2929,20.4343
11980,Badamundilo B.O,754114,Jagatsinghapur,86.109,20.2819
11981,Bahugram S.O,754200,Cuttack,86.0326,20.5002
11982,Baijanga B.O,754106,Jagatsinghapur,86.2666,20.2318
11983,Bainchua B.O,754022,Cuttack,85.9815,20.6061
11984,Bajapura B.O,754023,Jajapur,86.1039,20.6089
11985,Balia B.O,754141,Jagatsinghapur,86.5199,20.3202
11986,Bamara Cuttack B.O,754153,Kendrapara,86.3705,20.3872
11987,Barakolikhala B.O,754142,Jagatsinghapur,86.6309,20.3105
11988,Barunia B.O,754082,Jajapur,85.9917,20.6897
11989,Begunia B.O,754136,Jagatsinghapur,86.3072,20.2802
11990,Bhera B.O,754290,Cuttack,86.109,20.5555
11991,Bhimrajpur B.O,754201,Cuttack,86.0784,20.5786
11992,Biridiroad S.O,754111,Jagatsinghapur,86.0428,20.3696
11993,Birol B.O,754025,Cuttack,85.9407,20.5338
11994,Bishanpur B.O,754135,Jagatsinghapur,86.2717,20.3449
11995,Borikina S.O,754110,Jagatsinghapur,86.3884,20.1154
11996,Chasapara S.O,754027,Cuttack,85.7564,20.5056
11997,Chatra S.O (Jagatsinghapur),754294,Jagatsinghapur,86.3503,20.1889
11998,Dagrpada B.O,754137,Jagatsinghapur,86.3681,20.2815
11999,Daulatabad S.O (Cuttack),754026,Cuttack,86.3047,20.4081
12000,Debidol S.O,754109,Jagatsinghapur,86.1701,20.1762
12001,Dedhasurdeuli B.O,754104,Jagatsinghapur,86.2311,20.3083
12002,Gadama S.O,754159,Jagatsinghapur,86.3714,20.3865
12003,Jagatpur S.O (Cuttack),754021,Cuttack,85.9151,20.4916
12004,Jaipur B.O,754133,Jagatsinghapur,86.2514,20.3326
12005,Kapaleswar S.O,754071,Cuttack,85.5598,20.4666
12006,Manijanga S.O,754160,Jagatsinghapur,86.3656,20.3141
12007,Ppl Township S.O,754145,Jagatsinghapur,86.6309,20.2629
12008,Sector-21 S.O,754143,Jagatsinghapur,86.6561,20.305
12009,Agria B.O,757025,Mayurbhanj,86.812,21.7428
12010,Aharbandh B.O,757050,Mayurbhanj,86.1548,22.1694
12011,Alda B.O,757082,Mayurbhanj,86.9173,21.6078
12012,Aldia Bartana B.O,757052,Mayurbhanj,86.9624,21.7099
12013,Amarda S.O,757055,Mayurbhanj,87.1323,21.8201
12014,Ambadali B.O,757075,Mayurbhanj,86.641,21.799
12015,Ambadiha B.O,757048,Mayurbhanj,86.3174,22.2208
12016,Ambadiha B.O,757041,Mayurbhanj,86.5502,21.5947
12017,Ambagadia B.O,757028,Mayurbhanj,86.9324,21.6498
12018,Ambapunja B.O,757030,Mayurbhanj,86.641,22.0372
12019,Ambikadeipur B.O,757087,Mayurbhanj,86.5502,21.6662
12020,Ambikasahi S.O,757001,Mayurbhanj,86.7467,21.9381
12021,Angarpada B.O,757035,Mayurbhanj,85.7359,22.0281
12022,Aniapal B.O,757105,Mayurbhanj,86.6913,22.0025
12023,Anladuva S.O,757043,Mayurbhanj,86.2057,22.2777
12024,Anlajo R.S. B.O,757042,Mayurbhanj,86.2768,22.3151
12025,Anlakuda B.O,757021,Mayurbhanj,86.8321,22.0529
12026,Anua B.O,757018,Mayurbhanj,86.9223,21.8521
12027,Arjunbilla B.O,757039,Mayurbhanj,85.8998,21.9371
12028,Arpata B.O,757083,Mayurbhanj,86.7668,21.6407
12029,Asana B.O,757054,Mayurbhanj,86.2057,22.4205
12030,Asana B.O,757033,Mayurbhanj,86.3174,22.1255
12031,Asana B.O,757032,Mayurbhanj,86.5704,22.1429
12032,Asanbani B.O,757029,Mayurbhanj,86.8019,21.8498
12033,Astakuanr B.O,757034,Mayurbhanj,86.2971,21.9584
12034,Atanati B.O,757019,Mayurbhanj,86.6309,21.6916
12035,B. Chhelia B.O,757026,Mayurbhanj,86.7316,21.7175
12036,Bachhuripal B.O,757016,Mayurbhanj,87.0524,21.7949
12037,Badampahar S.O,757047,Mayurbhanj,86.0326,22.1189
12038,Badampur B.O,757020,Mayurbhanj,86.9924,21.8415
12039,Badbhalia B.O,757084,Mayurbhanj,86.9324,21.9595
12040,Badchatra B.O,757086,Mayurbhanj,86.641,22.1801
12041,Badchhuruni B.O,757100,Mayurbhanj,86.8772,21.75
12042,Baddalima B.O,757053,Mayurbhanj,86.0326,22.4997
12043,Badfeni B.O,757074,Mayurbhanj,86.5199,21.7965
12044,Badfera B.O,757023,Mayurbhanj,86.8722,21.9346
12045,Badgaon B.O,757036,Mayurbhanj,86.3377,21.7212
12046,Badgaon B.O,757092,Mayurbhanj,86.4592,21.9619
12047,Badgudugudia B.O,757040,Mayurbhanj,86.5199,21.5107
12048,Badkhaman B.O,757077,Mayurbhanj,86.4693,21.5692
12049,Badkuleibira B.O,757045,Mayurbhanj,86.0733,22.3103
12050,Bagbuda B.O,757051,Mayurbhanj,86.5905,22.2386
12051,Baghra B.O,757022,Mayurbhanj,86.9324,22.0548
12052,Baghra Road B.O,757003,Mayurbhanj,86.9774,21.6089
