,officename,pincode,Districtname,longitude,latitude
6522,Gadikeshwar B.O,585324,Gulbarga,77.2635,17.3763
6523,Ganganal B.O,585323,Yadgir,76.8144,16.6179
6524,GB Bahamanipura S.O,585103,Gulbarga,76.7567,17.343
6525,GB Ggh S.O,585105,Gulbarga,76.8389,17.3268
6526,GB Jagath S.O,585101,Gulbarga,76.8634,17.3298
6527,GB Jnanaganga S.O,585106,Gulbarga,76.6826,17.3002
6528,Geddalmari B.O,585291,Yadgir,76.4794,16.354
6529,Hebbal.B B.O,585215,Yadgir,76.5257,16.4954
6530,Hosurwadi B.O,585217,Gulbarga,76.2016,17.305
6531,Kanganahalli B.O,585218,Gulbarga,76.9873,16.8949
6532,Kurkunta B.O,585210,Gulbarga,77.3669,17.2088
6533,Malkhed Road S.O,585292,Gulbarga,77.206,17.1754
6534,Narayanpur S.O (Yadgir),585219,Yadgir,76.3753,16.2436
6535,Shahabad ACC S.O,585229,Gulbarga,76.9355,17.1637
6536,Shorapur S.O,585224,Yadgir,76.8029,16.4671
6537,Yadgiri Gunj S.O,585201,Yadgir,77.1428,16.7718
6538,Adur S.O (Haveri),581101,Haveri,75.2362,14.7961
6539,Agadi S.O,581128,Haveri,75.4927,14.8354
6540,Airani B.O,581115,Haveri,75.5975,14.6486
6541,Akkialur Bazar B.O,581102,Haveri,75.1779,14.7127
6542,Aladakatti B.O,581110,Haveri,75.4112,14.7733
6543,Aladgeri B.O,581109,Haveri,75.3645,14.543
6544,Alalageri B.O,581106,Haveri,75.4578,14.6398
6545,Anaji B.O,581210,Haveri,75.516,14.3595
6546,Andalagi B.O,581203,Haveri,75.1195,14.8794
6547,Antravalli B.O,581208,Haveri,75.551,14.5547
6548,Araleshwar B.O,581104,Haveri,75.0845,14.7066
6549,Attigeri B.O,581126,Haveri,75.3179,15.0404
6550,Attikatti B.O,581120,Haveri,75.2712,14.6279
6551,Bankapur S.O,581202,Haveri,75.2596,14.8886
6552,Bannur B.O,581205,Haveri,75.2246,14.9887
6553,Basapur B.O,581108,Haveri,75.6324,14.8443
6554,Belur B.O,581211,Haveri,75.7023,14.6893
6555,Buradikatti B.O,581111,Haveri,75.4228,14.4445
6556,Chalageri S.O,581145,Haveri,75.7023,14.5755
6557,Challal B.O,581118,Haveri,75.4112,14.9554
6558,Chandapur B.O,581193,Haveri,75.1312,15.0281
6559,Chikkabbar B.O,581119,Haveri,75.6092,14.4334
6560,Chikkayadachi B.O,581116,Haveri,75.551,14.4184
6561,Didagur B.O,581148,Haveri,75.2829,14.7309
6562,Halagi B.O,581213,Haveri,75.5975,14.9218
6563,Hiremugadur B.O,581112,Haveri,75.4228,14.8764
6564,Kamanahalli B.O,581197,Haveri,75.0494,14.7611
6565,Kumarapattanam S.O,581123,Haveri,75.7255,14.5087
6566,Motebennur S.O,581198,Haveri,75.4408,14.7935
6567,Tadas S.O,581212,Haveri,75.4068,14.6119
6568,Achve B.O,581344,Uttara Kannada,74.476,14.6207
6569,Adigon B.O,581319,Uttara Kannada,74.3177,14.5703
6570,Adukal B.O,581348,Uttara Kannada,74.5112,14.182
6571,Aghanashini B.O,581351,Uttara Kannada,74.3881,14.4507
6572,Agsur B.O,581314,Uttara Kannada,74.5698,14.7177
6573,Alvekodi(BKTL) B.O,581354,Uttara Kannada,74.6283,13.9865
6574,Alvekodi(KMT) B.O,581343,Uttara Kannada,74.4145,14.427
6575,Amdalli B.O,581324,Uttara Kannada,74.2297,14.7737
6576,Anantwadi B.O,581350,Uttara Kannada,74.4936,14.1301
6577,Angadi S.O (Uttara Kannada),581360,Uttara Kannada,74.1504,14.8899
6578,Antravalli B.O,581440,Uttara Kannada,74.476,14.5301
6579,Apsarkonda B.O,581342,Uttara Kannada,74.4584,14.2181
6580,Areangadi B.O,581334,Uttara Kannada,74.5053,14.3229
6581,Arge B.O,581308,Uttara Kannada,74.1504,14.7766
6582,Asnoti S.O,581317,Uttara Kannada,74.2297,14.9323
6583,Aversa S.O,581316,Uttara Kannada,74.3001,14.7559
6584,Awara Road B.O,581302,Uttara Kannada,74.102,14.8001
6585,Baad(KWR) B.O,581306,Uttara Kannada,74.1534,14.7967
6586,Balkur B.O,581423,Uttara Kannada,74.5815,14.1867
6587,Basgod B.O,581353,Uttara Kannada,74.3001,14.62
6588,Belekeri S.O,581321,Uttara Kannada,74.347,14.7138
6589,Belke B.O,581320,Uttara Kannada,74.5639,13.9655
6590,Belse B.O,581357,Uttara Kannada,74.3939,14.6265
6591,Bengre B.O,581421,Uttara Kannada,74.6166,14.0422
6592,Betkuli B.O,581333,Uttara Kannada,74.4115,14.4975
6593,Binga S.O,581307,Uttara Kannada,74.1387,14.7871
6594,Bolshitta B.O,581328,Uttara Kannada,74.2355,14.8817
6595,Chandavar S.O,581323,Uttara Kannada,74.5698,14.4006
6596,Chikkankod B.O,581361,Uttara Kannada,74.5346,14.2739
6597,Devalmakki B.O,581400,Uttara Kannada,74.3822,14.8409
6598,Devbag B.O,581352,Uttara Kannada,74.1299,14.863
6599,Dhareshwar B.O,581327,Uttara Kannada,74.4408,14.3355
6600,Gaongeri B.O,581345,Uttara Kannada,74.1123,14.9014
6601,Gersoppa B.O,581384,Uttara Kannada,74.6635,14.2259
6602,Gokarn Car Street S.O,581326,Uttara Kannada,74.3294,14.5372
6603,Halkar B.O,581362,Uttara Kannada,74.4877,14.4291
6604,Hegde S.O,581330,Uttara Kannada,74.4115,14.4636
6605,Herwatta S.O,581332,Uttara Kannada,74.435,14.386
6606,Hodkeshirur B.O,581338,Uttara Kannada,74.4936,14.356
6607,Hosad S.O,581335,Uttara Kannada,74.5288,14.2453
6608,Kadra Bazar B.O,581396,Uttara Kannada,74.3881,14.8924
6609,Kadwad S.O,581339,Uttara Kannada,74.3001,14.8239
6610,Karki S.O,581341,Uttara Kannada,74.4584,14.3084
6611,Karwar H.O,581301,Uttara Kannada,74.1416,14.8185
6612,Kathinkon S.O,581305,Uttara Kannada,74.1563,14.828
6613,Kodibag S.O,581303,Uttara Kannada,74.1313,14.8333
6614,Nandangadda S.O,581304,Uttara Kannada,74.1431,14.8313
6615,Alabanur B.O,584128,Raichur,76.7106,15.7701
6616,Aldhal B.O,584123,Raichur,77.0334,15.9741
6617,Alkod B.O,584129,Raichur,76.9413,16.1528
6618,Alkur B.O,584140,Raichur,77.4472,15.9989
6619,Amdhihal B.O,584125,Raichur,76.41,15.9582
6620,Amingad B.O,584120,Raichur,76.7798,16.0736
6621,Anehosur B.O,584122,Raichur,76.5257,16.0806
6622,Arkera B.O,584111,Raichur,76.9413,16.4297
6623,Aroli B.O,584203,Raichur,77.2175,16.0313
6624,Arshangi B.O,584113,Raichur,77.1255,16.395
6625,Askihal B.O,584104,Raichur,77.2635,16.1264
6626,Athnur B.O,584136,Raichur,77.1715,16.2131
6627,Atkur B.O,584102,Raichur,77.4472,16.1836
6628,Balaganur S.O,584138,Raichur,76.7914,15.9477
6629,Bendarganekal B.O,584116,Raichur,76.8029,16.3286
6630,Budiwal Camp B.O,584167,Raichur,76.8606,15.6988
6631,C.S. Farm B.O,584143,Raichur,76.8952,15.8735
6632,Chickbudur B.O,584126,Raichur,77.0334,16.3893
6633,Chicksugur B.O,584134,Raichur,77.2635,16.3111
6634,Chincharki B.O,584115,Raichur,76.6182,16.1786
6635,Chitapur B.O,584127,Raichur,76.3406,16.1607
6636,Deosugur B.O,584170,Raichur,77.321,16.3723
6637,Devarabhupur B.O,584139,Raichur,76.6644,16.3198
6638,Dongarampur B.O,584135,Raichur,77.4472,16.3222
6639,Gudadur B.O,584124,Raichur,76.5719,15.9455
6640,Gunda B.O,584132,Raichur,76.5719,15.7615
6641,Hanamapur B.O,584202,Raichur,77.3095,16.0368
6642,Hokrani B.O,584118,Raichur,77.1715,16.1208
6643,Julumgera B.O,584133,Raichur,77.4013,16.0885
6644,Maliabad B.O,584103,Raichur,77.3497,16.1604
6645,Raichur H.O,584101,Raichur,77.3439,16.2351
6646,Adkalli B.O,581340,Uttara Kannada,74.8507,14.5098
6647,Adukatta B.O,581355,Uttara Kannada,74.8975,14.3316
6648,Akheti B.O,581453,Uttara Kannada,74.3822,15.4316
6649,Alur B.O,581325,Uttara Kannada,74.6518,15.2572
6650,Alvalli B.O,581322,Uttara Kannada,74.7571,14.3225
6651,Ambikanagar S.O,581363,Uttara Kannada,74.6635,15.1784
6652,Aminalli S.O,581315,Uttara Kannada,74.6166,14.4943
6653,Ammankoppa B.O,581329,Uttara Kannada,74.8039,15.2792
6654,Andagi B.O,581358,Uttara Kannada,74.9793,14.6657
6655,Andalgi B.O,581349,Uttara Kannada,74.991,14.9277
6656,Angod B.O,581359,Uttara Kannada,74.6635,14.9965
6657,Anshi B.O,581187,Uttara Kannada,74.4526,15.0046
6658,Aralwada B.O,581356,Uttara Kannada,74.7454,15.3776
6659,Arbail B.O,581337,Uttara Kannada,74.5698,14.8538
6660,Arsapur B.O,581402,Uttara Kannada,74.8975,14.7397
6661,Asu B.O,581129,Uttara Kannada,74.5229,15.3506
6662,Aveda B.O,581365,Uttara Kannada,74.558,15.2962
6663,Bakkal B.O,581336,Uttara Kannada,74.7571,14.7304
6664,Balekoppa B.O,581331,Uttara Kannada,74.7103,14.4552
6665,Banavasi S.O,581318,Uttara Kannada,74.9443,14.5613
6666,Barur B.O,581403,Uttara Kannada,74.6518,14.6439
6667,Bazarkunang B.O,581121,Uttara Kannada,74.3001,15.4144
6668,Bhedasgaon B.O,581346,Uttara Kannada,74.9292,14.7606
6669,C.P.Bazar B.O,581401,Uttara Kannada,74.8332,14.6277
6670,Chapoli B.O,581186,Uttara Kannada,74.3371,15.6544
6671,Chavatti B.O,581347,Uttara Kannada,74.8039,14.8243
6672,Hegnoor B.O,581450,Uttara Kannada,74.7688,14.5384
6673,Hosalli B.O,581412,Uttara Kannada,74.8273,15.0304
6674,Kusur B.O,581411,Uttara Kannada,74.9559,15.0277
6675,Addada B.O,577126,Chickmagalur,75.3645,13.5022
6676,Agalagandi B.O,577139,Chickmagalur,75.2246,13.3588
6677,Ajjampura Bazar S.O,577547,Chickmagalur,75.9812,13.7075
6678,Alageshwara B.O,577123,Chickmagalur,75.4112,13.4148
6679,Alaghatta B.O,577548,Chickmagalur,76.016,13.4948
6680,Aldur S.O,577111,Chickmagalur,75.6906,13.2058
6681,Amble B.O,577101,Chickmagalur,75.772,13.3568
6682,Amruthapura B.O,577228,Chickmagalur,75.8766,13.7128
6683,Anegere B.O,577182,Chickmagalur,76.2827,13.5662
6684,Annigere(Y) B.O,577138,Chickmagalur,76.2016,13.5052
6685,Asandi B.O,577550,Chickmagalur,76.0624,13.7688
6686,Attigundi B.O,577131,Chickmagalur,75.6441,13.5637
6687,B.H. Kaimara B.O,577134,Chickmagalur,75.5044,13.6458
6688,Balehole S.O,577179,Chickmagalur,75.3995,13.2678
6689,Balehonnur S.O,577112,Chickmagalur,75.4461,13.3381
6690,Balliganur B.O,577116,Chickmagalur,76.0044,13.641
6691,Balur B.O,577122,Chickmagalur,75.4927,13.1608
6692,Banakal S.O,577113,Chickmagalur,75.551,13.0629
6693,Banur B.O,577135,Chickmagalur,75.9115,13.455
6694,Baragenahalli B.O,577144,Chickmagalur,75.7255,13.7153
6695,Basarikatte S.O,577114,Chickmagalur,75.3529,13.3101
6696,Baskal B.O,577132,Chickmagalur,75.6441,13.1132
6697,Begar B.O,577120,Chickmagalur,75.2362,13.5058
6698,Belavadi B.O,577146,Chickmagalur,75.9812,13.301
6699,Bellur B.O,577127,Chickmagalur,75.4228,13.562
6700,Bidre B.O,577136,Chickmagalur,75.551,13.3779
6701,Bogase B.O,577130,Chickmagalur,75.679,13.3741
6702,Bukkambudhi S.O,577145,Chickmagalur,75.987,13.7927
6703,C.R.Station S.O,577117,Chickmagalur,75.7924,13.2988
6704,Cheeranahalli B.O,577549,Chickmagalur,76.0508,13.8474
6705,Chikkaballekere B.O,577140,Chickmagalur,76.2131,13.6302
6706,Chikmagalur ZP S.O,577102,Chickmagalur,75.8418,13.2932
6707,Chowlahiriyur S.O,577180,Chickmagalur,76.1668,13.6729
6708,Coove B.O,577160,Chickmagalur,75.5393,13.2534
6709,Devanur S.O,577175,Chickmagalur,76.0508,13.3951
6710,Durgadabetta S.O,577118,Chickmagalur,75.5044,13.5104
6711,Ganganakodige B.O,577124,Chickmagalur,75.3179,13.1844
6712,Halasumane B.O,577133,Chickmagalur,75.7488,13.2429
6713,Hemmakki B.O,577121,Chickmagalur,75.4461,13.2255
6714,Hiregouza B.O,577168,Chickmagalur,75.9231,13.3541
6715,Horanadu S.O,577181,Chickmagalur,75.3062,13.2624
6716,Kallathipura B.O,577129,Chickmagalur,75.8302,13.5745
6717,Kammaradi S.O,577125,Chickmagalur,75.2129,13.6171
6718,Kudremukh S.O,577142,Chickmagalur,75.2129,13.2569
6719,Lakkavalli S.O,577128,Chickmagalur,75.6615,13.6946
6720,Santaveri S.O,577137,Chickmagalur,75.8302,13.4391
6721,Abbaiahnahalli B.O,577536,Chitradurga,76.5719,14.3885
6722,Abbinahole B.O,577546,Chitradurga,76.8029,14.0373
6723,Adanur B.O,577518,Chitradurga,76.1204,14.1917
6724,Adanur B.O,577526,Chitradurga,76.2016,14.0034
6725,Adivala S.O,577511,Chitradurga,76.699,13.8839
6726,Aimangala S.O,577558,Chitradurga,76.5257,14.0673
6727,Alagawadi B.O,577541,Chitradurga,76.2479,14.2787
6728,Alaghatta B.O,577597,Chitradurga,76.3058,13.658
6729,Alur B.O,577512,Davangere,76.0624,14.4952
6730,Alur B.O,577598,Chitradurga,76.6182,13.8454
6731,Amaravathi B.O,577601,Davangere,75.7953,14.4903
6732,Ambalagere B.O,577545,Chitradurga,76.6528,14.0404
6733,Amruthapura B.O,577557,Chitradurga,76.3869,14.014
6734,Anaberu B.O,577534,Davangere,76.074,14.3025
6735,Anaburu B.O,577528,Davangere,76.3174,14.5787
6736,Anagodu S.O,577556,Davangere,76.1088,14.3614
6737,Annehal B.O,577555,Chitradurga,76.3869,14.1049
6738,Annivala B.O,577554,Chitradurga,76.1552,13.8647
6739,Aralahalli B.O,577527,Chitradurga,76.3174,13.8513
6740,Aralihally B.O,577515,Chitradurga,76.2016,13.7767
6741,Asagodu S.O,577513,Davangere,76.2016,14.5946
6742,Attigere B.O,577514,Davangere,75.9812,14.2743
6743,Avaragere B.O,577003,Davangere,75.9812,14.4334
6744,Avaragolla B.O,577589,Davangere,75.8883,14.5415
6745,B.G.Kere B.O,577529,Chitradurga,76.6644,14.5762
6746,Balenahalli B.O,577522,Chitradurga,76.7106,14.2142
6747,Ballur B.O,577525,Davangere,75.8883,14.3141
6748,Bangarakkanahally B.O,577517,Chitradurga,76.4332,14.3805
6749,Bannikodu B.O,577516,Davangere,75.7023,14.4391
6750,Bapuji Vidyanagara S.O,577005,Davangere,75.9202,14.4382
6751,Barline Road-Davanagere S.O,577001,Davangere,75.9405,14.4707
6752,Basavanahal B.O,577002,Davangere,75.9318,14.456
6753,Beeranahally B.O,577599,Chitradurga,76.5719,13.9791
6754,Bhahadurghatta B.O,577519,Chitradurga,76.2363,14.3803
6755,Bheemasamudra S.O,577520,Chitradurga,76.2595,14.1998
6756,Bidarakere S.O,577521,Chitradurga,76.3058,14.3844
6757,Bilichodu S.O,577553,Davangere,76.2016,14.5035
6758,Buddanahatty B.O,577543,Chitradurga,76.7106,14.442
6759,Bukkasagara B.O,577533,Chitradurga,76.4794,13.747
6760,Burujanaroppa B.O,577532,Chitradurga,76.5719,14.1609
6761,Byrapura B.O,577535,Chitradurga,76.7106,14.7159
6762,Cg Hospital S.O,577004,Davangere,75.865,14.4491
6763,Channammanagathihally B.O,577538,Chitradurga,76.8721,14.246
6764,Chickjajur S.O,577523,Chitradurga,76.1204,14.1008
6765,Chikkagondanahally B.O,577502,Chitradurga,76.3869,14.2868
6766,Chitradurga  Collegeroad S.O,577501,Chitradurga,76.4042,14.2138
6767,Chitranaikanahalli B.O,577537,Chitradurga,76.849,14.4043
6768,Dadagur B.O,577540,Chitradurga,76.7798,14.8799
6769,Dandinakurubarahatti B.O,577524,Chitradurga,76.4794,14.2011
6770,Devaraj Urs Layout-Dvg S.O,577006,Davangere,75.8127,13.9637
6771,Dharmapura S.O,577596,Chitradurga,76.8599,14.0656
6772,Doddabathi S.O,577566,Davangere,75.836,14.4757
6773,Dogganahal B.O,577531,Chitradurga,76.074,14.03
6774,Gangasamudra B.O,577539,Chitradurga,76.1088,13.9527
6775,Gavirangapura B.O,577542,Chitradurga,76.3985,13.6179
6776,Govinahalu B.O,577530,Davangere,75.7371,14.339
6777,Abbana B.O,573214,Hassan,75.9115,12.937
6778,Abburmachagowdanahalli B.O,573102,Hassan,76.0276,12.7411
6779,Adagur B.O,573116,Hassan,76.4332,12.9313
6780,Adagur B.O,573121,Hassan,75.9812,13.2334
6781,Aggunda B.O,573103,Hassan,76.2479,13.3271
6782,Agile B.O,573128,Hassan,76.0508,12.8996
6783,Agrahara B.O,573133,Hassan,76.0972,12.6327
6784,Agraharabelaguli B.O,573131,Hassan,76.4794,13.0238
6785,Agriculture College Campus Dly S.O,573225,Hassan,76.2943,12.9239
6786,Alur S.O (Hassan),573213,Hassan,75.9579,13.007
6787,Ambuga B.O,573212,Hassan,76.1229,12.9623
6788,Anandur B.O,573150,Hassan,76.0972,12.5654
6789,Andale B.O,573216,Hassan,75.9695,13.1314
6790,Anekannambadi B.O,573210,Hassan,76.2827,12.6648
6791,Anemahal B.O,573134,Hassan,75.7371,12.8937
6792,Ankanayakanahalli B.O,573120,Hassan,76.0972,12.8347
6793,Ankihalli B.O,573215,Hassan,75.8766,13.0812
6794,Annaikanahalli B.O,573122,Hassan,76.2016,13.2343
6795,Antharikshanagar B.O,573202,Hassan,76.1233,13.0188
6796,Anughatta B.O,573101,Hassan,75.7837,13.076
6797,Appihalli B.O,573125,Hassan,76.074,13.2836
6798,Arakere B.O,573112,Hassan,76.1668,13.4016
6799,Attavara B.O,573118,Hassan,76.2131,13.0884
6800,Attihalli B.O,573123,Hassan,75.7371,12.7591
6801,Bageshpura S.O,573162,Hassan,76.2363,13.1347
6802,Bagivalu B.O,573211,Hassan,76.2479,12.7865
6803,Bagivalu B.O,573164,Hassan,76.329,13.1172
6804,Bagur S.O (Hassan),573111,Hassan,76.3406,13.0615
6805,Balaganchi B.O,573124,Hassan,76.5835,12.9504
6806,Ballur B.O,573115,Hassan,75.8302,13.1686
6807,Bannur B.O,573130,Hassan,76.016,12.6396
6808,Baralu B.O,573135,Hassan,76.491,12.833
6809,Basavanahalli B.O,573136,Hassan,76.19,12.6151
6810,Basavapatna S.O (Hassan),573113,Hassan,76.1436,12.6127
6811,Bharathur B.O,573129,Hassan,75.9347,12.8484
6812,Boovanahalli B.O,573220,Hassan,76.2016,13.009
6813,Bykere S.O,573127,Hassan,75.8185,12.9543
6814,Bylahalli B.O,573217,Hassan,76.0276,13.0333
6815,Byrapura B.O,573218,Hassan,75.9812,12.9408
6816,Changadihalli B.O,573137,Hassan,75.8302,12.7641
6817,Channapatna Extn S.O,573201,Hassan,76.095,13.0186
6818,Devaladakere B.O,573165,Hassan,75.6441,12.9334
6819,Didaga S.O,573141,Hassan,76.5604,13.0393
6820,Doddamagge S.O,573142,Hassan,76.074,12.6987
6821,Doddamettikurke S.O,573117,Hassan,76.3753,13.4809
6822,Gandasi S.O,573119,Hassan,76.3406,13.1967
6823,Halekoppalu B.O,573219,Hassan,76.1088,13.139
6824,Hirisadarahalli B.O,573144,Hassan,76.2827,13.4758
6825,Holalkere B.O,573126,Hassan,76.3406,13.4225
6826,Abburkatte B.O,571236,Kodagu,75.8302,12.6296
6827,Abyathmangala B.O,571253,Kodagu,75.9115,12.3318
6828,Aigoor B.O,571251,Kodagu,75.7837,12.5375
6829,Alur Siddapura B.O,571235,Kodagu,75.9231,12.6795
6830,Ammathi S.O,571211,Kodagu,75.8418,12.2388
6831,Andagove B.O,571237,Kodagu,75.8302,12.4505
6832,Arameri B.O,571218,Kodagu,75.7837,12.1354
6833,Arapattu B.O,571212,Kodagu,75.6906,12.1751
6834,Aruvathoklu B.O,571201,Kodagu,75.6906,12.4431
6835,Aruvathoklu B.O,571213,Kodagu,75.9231,12.1872
6836,Athur B.O,571215,Kodagu,75.9695,12.279
6837,Badaga B.O,571217,Kodagu,75.9579,12.0217
6838,Badagarakeri B.O,571249,Kodagu,75.8766,12.051
6839,Baichanahally B.O,571234,Kodagu,75.8883,12.42
6840,Balamuri B.O,571252,Kodagu,75.7371,12.3115
6841,Balele S.O,571219,Kodagu,76.1088,12.1521
6842,Ballamavati B.O,571214,Kodagu,75.6441,12.3065
6843,Balliamandur B.O,571216,Kodagu,76.016,12.1027
6844,Bessur B.O,571231,Kodagu,75.9115,12.8022
6845,Bhadragola B.O,571254,Kodagu,76.0276,12.2038
6846,Bhagamandala S.O,571247,Kodagu,75.4811,12.3647
6847,CHES B.O,571248,Kodagu,75.8185,12.3716
6848,Hebbale B.O,571232,Kodagu,75.9231,12.545
6849,Kutta S.O,571250,Kodagu,76.016,11.9689
6850,Ablodu B.O,562105,Chikkaballapur,77.9053,13.4126
6851,Addagal B.O,563161,Kolar,78.2134,13.5297
6852,Agalagurki B.O,562103,Chikkaballapur,77.688,13.3907
6853,Agara B.O,563138,Kolar,78.3159,13.3412
6854,Ajjavara B.O,562101,Chikkaballapur,77.7681,13.4514
6855,Alakapura B.O,561213,Chikkaballapur,77.5046,13.5177
6856,Alambadi B.O,563160,Kolar,77.9053,12.9593
6857,Alngur B.O,563132,Kolar,78.4979,13.2133
6858,Ammanallur B.O,563128,Kolar,77.9967,13.2808
6859,Andersonpet S.O,563113,Kolar,78.3046,12.8985
6860,Angondahalli B.O,563131,Kolar,78.3615,13.2071
6861,Anoor B.O,563125,Kolar,78.0424,13.4647
6862,Apmcyard Bangarpet S.O,563114,Kolar,78.1336,12.9699
6863,Arabikothnur B.O,563133,Kolar,78.0081,13.1113
6864,Araleri B.O,563130,Kolar,77.9396,13.0175
6865,Arehalli B.O,563102,Kolar,78.0766,13.1825
6866,Aruru B.O,562104,Kolar,77.7681,13.5877
6867,Avani B.O,563127,Kolar,78.2818,13.1467
6868,Bagepalli S.O,561207,Kolar,77.8825,13.8437
6869,Balakuntanahalli B.O,561211,Kolar,77.6307,13.5354
6870,Balamande B.O,563129,Kolar,78.1792,12.8362
6871,Baliganahalli B.O,563139,Kolar,77.9967,12.8731
6872,Balthamari B.O,563134,Kolar,78.3159,13.5231
6873,Batlahalli S.O,563123,Kolar,78.1336,13.6055
6874,Beechaganahalli B.O,561209,Chikkaballapur,77.7223,13.6763
6875,Beml Nagar Colony S.O,563115,Kolar,78.2419,12.9919
6876,Bethamangala S.O,563116,Kolar,78.3728,13.0148
6877,Bhakthrahalli B.O,562102,Kolar,77.8596,13.3196
6878,Billur B.O,563124,Kolar,78.0424,13.7377
6879,Burudugunte S.O,563159,Kolar,77.9967,13.5534
6880,Bychapura B.O,561208,Kolar,77.4013,13.6146
6881,Chaldiganahalli B.O,563126,Kolar,78.1336,13.2419
6882,Chamarahalli B.O,563103,Kolar,78.2248,13.1101
6883,Championreefs S.O,563117,Kolar,78.1222,13.0487
6884,Coromandel S.O,563118,Kolar,78.2619,12.9843
6885,Deshihalli Bangarpet S.O,563162,Kolar,78.2134,13.0302
6886,Dn Palya S.O,561206,Chikkaballapur,77.5734,13.612
6887,Doddachinnahalli B.O,563120,Kolar,78.2362,12.9406
6888,Emmenatha B.O,563136,Kolar,78.4411,13.0632
6889,Ganeshpuram B.O,563122,Kolar,78.2789,12.9511
6890,Ghattakamadenahalli B.O,563121,Kolar,78.3501,12.9685
6891,Gudemarlahalli B.O,563146,Kolar,78.145,13.4809
6892,Gundlakothur B.O,561228,Kolar,77.6192,13.7053
6893,Halepalya B.O,563137,Kolar,78.0424,12.9657
6894,Haleupparahalli B.O,561210,Chikkaballapur,77.4358,13.5369
6895,J. Thimmasandra B.O,563135,Kolar,78.2248,13.337
6896,JILIPIGARIPALLI B.O,561212,Kolar,77.9167,13.7201
6897,Kolar Bazar S.O,563101,Kolar,78.0994,13.1156
6898,Marikuppam S.O,563119,Kolar,78.2533,12.9018
6899,Abalavadi B.O,571425,Mandya,76.9413,12.7322
6900,Acetate Town S.O,571404,Mandya,76.9758,12.5427
6901,Agasanapura B.O,571475,Mandya,77.137,12.4157
6902,Aghalaya B.O,571436,Mandya,76.5719,12.7585
6903,Agraharabachahalli B.O,571426,Mandya,76.5257,12.6662
6904,Akkihebbal S.O,571605,Mandya,76.3985,12.6035
6905,Alagodu B.O,571807,Mandya,76.7452,12.4415
6906,Alisandra B.O,571448,Mandya,76.6701,12.9493
6907,Alpahalli B.O,571434,Mandya,76.7106,12.5408
6908,Alur-maddur B.O,571433,Mandya,77.091,12.5933
6909,Anasale B.O,571424,Mandya,76.9758,12.3855
6910,Anegola B.O,571423,Mandya,76.4332,12.7513
6911,Arakere S.O,571415,Mandya,76.8144,12.4
6912,Aralakuppe B.O,571427,Mandya,76.6297,12.4357
6913,Arani B.O,571418,Mandya,76.7221,12.9801
6914,Bachahalli B.O,571812,Mandya,76.5141,12.5421
6915,Balighatta B.O,571431,Mandya,76.6644,12.6733
6916,Basaralu S.O,571416,Mandya,76.8029,12.6802
6917,Beereshwarapura B.O,571432,Mandya,76.7567,12.858
6918,Belagola S.O,571606,Mandya,76.6008,12.3839
6919,Belakavadi S.O,571417,Mandya,77.114,12.2575
6920,Belathur B.O,571419,Mandya,76.9989,12.6563
6921,Bevinahalli B.O,571478,Mandya,76.8894,12.4542
6922,Bevkal B.O,571405,Mandya,76.7914,12.601
6923,Bharathinagar S.O,571422,Mandya,77.0795,12.4691
6924,Bheemanahalli B.O,571445,Mandya,76.849,12.8176
6925,Bidarakere B.O,571802,Mandya,76.6297,12.8852
6926,Buhalli B.O,571463,Mandya,77.0334,12.2873
6927,Byadarahalli B.O,571421,Mandya,77.2175,12.4308
6928,Chamanahalli B.O,571429,Mandya,77.0622,12.6538
6929,Chandagalu B.O,571446,Mandya,76.9067,12.6292
6930,Cheeranahalli B.O,571403,Mandya,76.924,12.5008
6931,Chinakurali S.O,571455,Mandya,76.5719,12.4889
6932,Chottanahalli B.O,571430,Mandya,77.1255,12.3366
6933,Chunchanahalli S.O,571811,Mandya,76.7279,13.0311
6934,Dundanahalli B.O,571476,Mandya,77.0449,12.7261
6935,Ganjam S.O,571477,Mandya,76.7221,12.3731
6936,Gejjalagere B.O,571428,Mandya,77.0219,12.5674
6937,Gopalapura B.O,571402,Mandya,76.8606,12.5595
6938,Halakere B.O,571450,Mandya,76.9528,12.609
6939,Kennalu B.O,571435,Mandya,76.6701,12.4658
6940,Krishnaraja Sagar S.O,571607,Mandya,76.5777,12.4163
6941,Mandya Ashoknagar S.O,571401,Mandya,76.9009,12.5222
6942,Srirangapatna H.O,571438,Mandya,76.6817,12.4215
6943,Addoor B.O,574145,Dakshina Kannada,74.9384,12.9323
6944,Adyapady B.O,574142,Dakshina Kannada,74.8858,12.9684
6945,Adyar B.O,575007,Dakshina Kannada,74.8916,12.8624
6946,Aikala S.O,574141,Dakshina Kannada,74.8683,13.0849
6947,Amblamogaru B.O,575017,Dakshina Kannada,74.88,12.8281
6948,Ashoknagar(MR) S.O,575006,Dakshina Kannada,74.8361,12.9011
6949,Assaigoli B.O,574199,Dakshina Kannada,74.9326,12.8368
6950,Athikaribettu B.O,574154,Dakshina Kannada,74.8156,13.0986
6951,Badagayedapadavu S.O,574267,Dakshina Kannada,74.9969,13.0029
6952,Baikampady S.O,575011,Dakshina Kannada,74.8215,12.9589
6953,Bala B.O,575030,Dakshina Kannada,74.8449,13.0051
6954,Balepuni B.O,574153,Dakshina Kannada,74.9735,12.8112
